,Adventist movement (Sunday observing),African traditional religions Ethnic,Ahl-i Hadith,Anglican,Armenian Apostolic Church,Baptist,Brotherhood of the Cross and Star,Buddhist,Byzantine Rite,Catholic,Chinese traditional religion,Church of Sweden,Confucianists,Cypriot Orthodox Church,Druze,Dutch Reformed Church,Eastern Orthodox,Ethiopian Orthodox Tewahedo Church,Ethnic religions excluding some in separate,Evangelical,Evangelical Church of the Augsburg Confession in,Evangelical Lutheran Church of Brazil,Evangelicalism,Free Church,Greek Byzantine Catholic Church,Hindu,Hoahaoism,Iglesia ni Cristo (Church of Christ),Islam,Jainism,Jehovah's Witnesses,Judaism,Maronite Church,Methodist,Mormons,Netherlands Reformed Churches,Orthodox,Orthodox Church of Greece,Orthodox Church of Ukraine,Other Christian,Other syncretists,Pentecostal and Charismatic,Presbyterianism,Protestant,Protestant Churches without free churches,Reformed Church in Romania,Roman Catholic; Latin Church;,Russian Orthodox Church,Serbian Orthodox Church,Seventh-day Adventist Church,Shia,Sikhism,Slovak Greek Catholic Church,Spiritism,Sunni,Taoism (Han Chinese),The African Church,United Evangelical Church in Nigeria,Vietnam Ancestral worshipping / Tradition,Vodou,Yiguandao,Zion Christian Church
Chinese traditional religion,0.014359518642555233,0.006592681176372672,0.23478504121170468,0.11026168709145981,0.08692967542929626,0.08177123830695253,0.2755771630833747,0.031759602111051013,0.009714764257934053,0.030123904310672533,0.0,0.2104423890808053,0.03616448425030777,0.0037453940264253693,0.009441094616383438,0.009540710051486418,0.10677811378053867,0.02435888281927008,0.007780435744084777,0.0727743207799307,0.008917907619478372,0.014507026606472604,0.13170842091508345,0.1428838056126983,0.005793212094695581,0.0823129181877951,0.18414985514432164,0.08379253184815486,0.07181966201329668,0.25097467386452454,0.06641912232564266,0.09900287582862674,0.008396291340495386,0.053912716428783924,0.05715671331637169,0.0074706351318497705,0.02310643162563908,0.009088341375729366,0.009999634033456254,0.023339535267550754,0.3808129587961733,0.16758591086925995,0.10018733215364342,0.10124878771621797,0.003541318091442025,0.006333126324855056,0.10668746797274398,0.012252478730708996,0.009423624966355572,0.09345332279208948,0.2055110418715131,0.08748658854593697,0.01007105484208718,0.03637338952258708,0.026230746391985093,0.010979763846135665,0.0638501576825447,0.2995813071292928,0.16568602097673407,0.01316081556493362,0.036978538641688125,0.31752582983484634
Church of Sweden,0.22262058137176205,0.22259300325524983,0.11248184074392147,0.10484130806444483,0.07630670933453972,0.06880862734993433,0.10301840724707542,0.1225036519027265,0.1930226001247532,0.12827835053857123,0.2104423890808053,0.0,0.12983686524054314,0.22348781347298896,0.2024415019590927,0.22137066110516385,0.03567933925367127,0.2458671763115557,0.2027903024529969,0.06762675425052146,0.23142103625053445,0.23094909357705246,0.08015551358283475,0.03445480420563858,0.23151212732686788,0.061109258591146486,0.19833756767075772,0.07577880579344273,0.07401047243169198,0.019750436357921796,0.06734425346146442,0.0856397412257425,0.22820334574415022,0.12399241103172928,0.07965343948818786,0.2301235048934938,0.24369770736762258,0.19571502272411104,0.21324507118412078,0.14428010565842936,0.11884246420773015,0.039062892645749775,0.12291280575795722,0.037828090997674216,0.22131611342932653,0.21456938372985696,0.040267727071556306,0.2305062812590477,0.23128062979619238,0.04664043364827712,0.1506606657223842,0.07315559905646347,0.2348531542721449,0.1765948455326673,0.16085822947007214,0.19743348386080553,0.08070955683068773,0.6026468231684052,0.034066384583109996,0.2318174324651406,0.1565541003016336,0.10571023692247783
Confucianists,0.04311321763265791,0.04086566654810563,0.17759401686208873,0.08354457098616358,0.025319150602384977,0.029113757717386828,0.18778315786496647,0.02548373483424088,0.03454483750229044,0.00784142046692728,0.03616448425030777,0.12983686524054314,0.0,0.03975385394703361,0.04141171443543365,0.05086461571890795,0.04877935269266694,0.044918225031480546,0.025298546899167367,0.037905030325797465,0.04225393709269275,0.04182200026701906,0.12697316601838335,0.06771700225599639,0.04465514682596966,0.041338928356968126,0.17878008892577069,0.02883678636861506,0.033329756363669624,0.1585386688301648,0.027640480076895436,0.05777437804697605,0.042369892787888136,0.04607470185156464,0.022913628918311356,0.04424690892310269,0.046328033905582044,0.030260850937361826,0.03823076878302158,0.031854003752105044,0.2718572196651314,0.09330612469734426,0.08814115952000076,0.04502472821135496,0.04146095563976003,0.03464592029566659,0.0595829847029016,0.0394179989980738,0.03971100772099364,0.04997803783271563,0.1838524374682712,0.04285155768148001,0.047127108505303036,0.05074924747762534,0.021852290214617962,0.04605957310952674,0.03800326809808692,0.39765136292579106,0.10444728865365471,0.04184581447850203,0.06434737499355979,0.22680844472025313
Cypriot Orthodox Church,0.012659136687691702,0.007036966428920566,0.251705596247672,0.12560690190500728,0.09321308802287662,0.09094211384908332,0.2914674998212082,0.03834562629941014,0.011952286577812207,0.033751266542659406,0.0037453940264253693,0.22348781347298896,0.03975385394703361,0.0,0.013909464453143444,0.017033151665632164,0.11652675491424061,0.018577469636262424,0.008940924591484654,0.0793624769536608,0.007470122624569203,0.012016269372872482,0.1444323890502434,0.15537301707518442,0.005779195254254322,0.09351111771066482,0.18557491050310793,0.09292622661897709,0.08026676118076743,0.2654954117758562,0.07477706448825035,0.11119190286498645,0.009184431134344386,0.06503748725169725,0.06594522548760777,0.011670352199900065,0.019398812415325085,0.01118328348633731,0.010962552101425622,0.029300716657730673,0.3977335138321406,0.18078853065369804,0.11418606174310411,0.11114785900813277,0.006748323066306168,0.004754028306497722,0.11660410142977173,0.00967951333171926,0.004329523709993411,0.10025359416113759,0.22233859590814217,0.09300334603111135,0.008032367813233646,0.03446983257531784,0.029100925841240844,0.01481738953735115,0.07008046103273124,0.29957607253878704,0.17358016084527433,0.010336018620407894,0.039715478233195455,0.3344463848708137
Druze,0.019647108355880672,0.01640501327031548,0.22320156033620658,0.09928770960389947,0.08927934997363848,0.07901178519347742,0.2648025367092163,0.033302406122821336,0.01254743089155387,0.02951757852460487,0.009441094616383438,0.2024415019590927,0.04141171443543365,0.013909464453143444,0.0,0.01252581286828432,0.10305193820236339,0.04108751168936549,0.015017378313588181,0.07250171930356068,0.019323252868432166,0.027042326935648935,0.12521963622148613,0.13829108538790372,0.014020946950005182,0.07891228294039601,0.2016986962837198,0.08318532011383525,0.07036079913179591,0.24409862703367277,0.06722537979830585,0.0911316634081871,0.01519539921525975,0.04995113635194889,0.05337646620266871,0.010981769118677813,0.04110998193577093,0.013901796137428696,0.021328896580096648,0.023527102701763523,0.3692294779206752,0.15801573879247008,0.08948943761729446,0.09744448482830596,0.011899954554541578,0.014549597992239652,0.10203252933266252,0.02722184123684444,0.023091465366162002,0.0928458609426299,0.19399382899892686,0.09043052345940807,0.01892716330888263,0.0443269006350391,0.0331112172440419,0.018844325735036117,0.06820436759577339,0.3013041519475038,0.16727378625343206,0.01740970453808386,0.04446992595543277,0.3059423489593482
Dutch Reformed Church,0.024788999038697808,0.01320918177057268,0.2557424223156133,0.12423025656154282,0.10674400274165399,0.09612110917328909,0.29578763470734526,0.03630057209611021,0.02323589277767899,0.040060561814748825,0.009540710051486418,0.22137066110516385,0.05086461571890795,0.017033151665632164,0.01252581286828432,0.0,0.11974197785932741,0.048454473221093725,0.01565842995840757,0.08055559263317633,0.023118587177064963,0.03091576232112974,0.14263415930216244,0.15479145041305364,0.01325338261746499,0.09467989644097172,0.2062121771617445,0.09893619472435866,0.08667854853482253,0.2674540718979981,0.0767636742644022,0.11449421415547618,0.0118031299618124,0.06690297278455201,0.06951396220099128,0.0069453262120373616,0.04535508395536818,0.015232616934868978,0.02017079060875241,0.03224270691844598,0.40177033990008193,0.1833389692204662,0.1134310429400657,0.11356073614143244,0.00913124199084275,0.019537452003598917,0.11960215095170981,0.030468041253485373,0.02365065410483158,0.10539559286223266,0.22591735120249146,0.09915919616112331,0.01950197281431864,0.04804586978553847,0.046920272491334736,0.015321141541098399,0.07780930751865178,0.30172609747486,0.18255502163627968,0.02494415067898064,0.04548103920258721,0.33848321093875494
Eastern Orthodox,0.11721029785113579,0.11651251902202467,0.11513663936904428,0.058008359183090254,0.023588946597320238,0.017706501036308407,0.11228013693503094,0.04399215845747898,0.09308665687345327,0.04679146501400968,0.10677811378053867,0.03567933925367127,0.04877935269266694,0.11652675491424061,0.10305193820236339,0.11974197785932741,0.0,0.13614967637083134,0.10019604819296153,0.019190779696625672,0.1230165036945714,0.12209802244155381,0.07277814294892145,0.013661101688734408,0.12355027223280927,0.012294098476559434,0.16829417245751094,0.025625533615014028,0.016890538849121325,0.05700834567141424,0.01189528684114516,0.03370344377254988,0.12068279532312856,0.053836021929661505,0.016548179659319602,0.12398221262549278,0.13237705505459524,0.09398192492866214,0.11043037222814764,0.05917257390461665,0.1714438620590682,0.024995136767689684,0.07010586300484713,0.003935453172002687,0.11546376352779557,0.11026242925211908,0.0108313504868881,0.12107203397387858,0.12286341390054538,0.010755444039981932,0.13521343050582385,0.0235576973228793,0.1313865624860717,0.08803913662128471,0.07159056506903762,0.09897787931355835,0.023310351503449712,0.502128280499904,0.04628288750102515,0.12343750555816321,0.08130553463592492,0.13955056161244636
Ethiopian Orthodox Tewahedo Church,0.024006960832184208,0.024385601766474946,0.2871028903008107,0.15463356601897935,0.0980089945450697,0.10700869989368109,0.32198642138634204,0.06234695668282668,0.02330290182332577,0.04859231128493742,0.02435888281927008,0.2458671763115557,0.044918225031480546,0.018577469636262424,0.04108751168936549,0.048454473221093725,0.13614967637083134,0.0,0.02605484724619935,0.09343977255653829,0.018099863480779445,0.01489921093858552,0.16301872833483128,0.17642491337299757,0.029080757324457814,0.11196915940556038,0.1580881974677899,0.10940717286900867,0.0967764274548008,0.2868037705607466,0.08982154136761414,0.13370492614880355,0.029273775118759483,0.08942460864712778,0.08649919895265147,0.033387223479611275,0.007689730047726063,0.032982875377349306,0.022403366498128064,0.05094419005057477,0.43313080788527936,0.20427910815007885,0.1412517728579959,0.12886585068142792,0.025574900744200157,0.015538687884633747,0.13419326782949303,0.009721315226311696,0.017454626990632088,0.12108278292638328,0.2564489375111413,0.10047791788980509,0.01784243751280532,0.03953716609686292,0.02838210734012035,0.034995993807035254,0.08427616070853321,0.2978734301647206,0.17370428053239606,0.021378268957057186,0.05769049321962465,0.3698436789239523
Ethnic religions excluding some in separate,0.016842485874622976,0.010274061219298391,0.23374940663676064,0.11308745432999578,0.07788379044615568,0.07454245608457466,0.2686729742069881,0.02692390224353724,0.01586895991267694,0.020543610466784594,0.007780435744084777,0.2027903024529969,0.025298546899167367,0.008940924591484654,0.015017378313588181,0.01565842995840757,0.10019604819296153,0.02605484724619935,0.0,0.0650567064246662,0.0125324656913577,0.01919278488731862,0.1441082181640444,0.13445666436590437,0.01001899597082767,0.07777635312171287,0.18605792555862116,0.07524401216901336,0.06623032456403691,0.2419757363406066,0.05936956934924177,0.09611480970637717,0.012035443737023546,0.05708853121187827,0.0503423711905945,0.012151608299547761,0.024985655822608553,0.0063382916991315125,0.013668139584275962,0.022624589818243123,0.3709037123861077,0.15976640615279755,0.10666311244443291,0.09452662119842006,0.011070983104645504,0.012486801292519906,0.10161332780725374,0.0154016424290967,0.0119939684724257,0.08788730225328818,0.21441131381538728,0.0766412433987508,0.0204281275550649,0.036116761352384535,0.024841684371299,0.016515635196119892,0.05843112773286628,0.3976645513804318,0.1576394096554473,0.01643551255495656,0.04498686702807785,0.31141517832130244
Evangelical,0.08075442324620943,0.07790192256662365,0.15613506528718396,0.07438535621058104,0.0396264302824708,0.033381510215595336,0.1745572249507943,0.02112276174511732,0.06664043855345513,0.03493569078376785,0.0727743207799307,0.06762675425052146,0.037905030325797465,0.0793624769536608,0.07250171930356068,0.08055559263317633,0.019190779696625672,0.09343977255653829,0.0650567064246662,0.0,0.08511591340352165,0.08208743650682446,0.06297939267354963,0.047645307138136514,0.08462972121454894,0.019272526284308082,0.11105620765865196,0.045065656492721394,0.02147543282681534,0.10414248414804224,0.006794654781178957,0.04960839678603462,0.0814087130709356,0.0522956454619737,0.018761531704647876,0.08393839971518444,0.08931258579923632,0.06022372984987064,0.07375357877171503,0.035963204201280324,0.2540167315485187,0.06973810825054336,0.07964444995030857,0.0166016846153093,0.07766806377052678,0.0741741635010337,0.013999056601083798,0.0822957233434926,0.08335746425112286,0.008756186429444233,0.16157928403897973,0.008688395721777304,0.09460479078830697,0.04221072355852821,0.04996407786961246,0.05804400965423486,0.010870238841825891,0.4993525275588276,0.04309805824446152,0.08477317358623446,0.03759517941153821,0.20835909905238242
Evangelical Church of the Augsburg Confession in,0.012462350431607778,0.007797507356269713,0.2596099379380675,0.13388482616523395,0.09564614181732016,0.09512790976669468,0.2991123178043981,0.044385082665944806,0.017082614412946662,0.0370409771616226,0.008917907619478372,0.23142103625053445,0.04225393709269275,0.007470122624569203,0.019323252868432166,0.023118587177064963,0.1230165036945714,0.018099863480779445,0.0125324656913577,0.08511591340352165,0.0,0.01175767696433457,0.15229718412135984,0.1623440805624997,0.009251942833632332,0.09967284810496244,0.18806411083664065,0.0985753242440422,0.08669227735498727,0.27178710075373846,0.08023827657741979,0.11670646116115502,0.012294186618350304,0.07271673567195044,0.06941279311027398,0.016106588431482653,0.014032488921135053,0.01868851023606799,0.010536686925368077,0.034803863804936476,0.4056378555225361,0.18498980165508105,0.12127102321935748,0.11810802960466812,0.011815926725145802,0.00668252710784908,0.12287544559890957,0.00829093133409409,0.007543114911299624,0.10767233708740483,0.2299223425458007,0.09767218067851108,0.006445234844704865,0.03573659002388957,0.03094366366016611,0.020502754244209664,0.07560528565794225,0.2987114691816301,0.17836986020799972,0.007287103211147538,0.045722729211027255,0.34235072656120913
Evangelical Lutheran Church of Brazil,0.009689296923773934,0.016729163246600693,0.25821686897780044,0.13319034682092717,0.08928891746245098,0.09172005260871349,0.29646543843368617,0.04433937118252721,0.02158679804001585,0.03886889900518225,0.014507026606472604,0.23094909357705246,0.04182200026701906,0.012016269372872482,0.027042326935648935,0.03091576232112974,0.12209802244155381,0.01489921093858552,0.01919278488731862,0.08208743650682446,0.01175767696433457,0.0,0.15023216980407353,0.15827021594399135,0.013320538297487281,0.10031213461340041,0.1809705814924049,0.09607339705920784,0.08446738908484042,0.26939666173868143,0.08000489381181494,0.1135595860562594,0.018848682281811004,0.07072201412479598,0.07153808989656414,0.021924263822284386,0.012122427208699996,0.02501213407234864,0.02086658213005925,0.03422891789202619,0.40424478656226903,0.1867742664004322,0.11905017589803202,0.11554979261548155,0.017686843486533793,0.009813624956607512,0.12114434942442993,0.014016761428529412,0.012586509913956202,0.10599934204552253,0.2281020608307259,0.09110492679590435,0.015707492958254812,0.02988320596786944,0.026570024094543475,0.025135613672192848,0.07648663312423015,0.2992811982276399,0.17500047973458194,0.007254942485248164,0.0469617630284522,0.3409576576009421
