,Adventist movement (Sunday observing),African traditional religions Ethnic,Ahl-i Hadith,Anglican,Armenian Apostolic Church,Baptist,Brotherhood of the Cross and Star,Buddhist,Byzantine Rite,Catholic,Chinese traditional religion,Church of Sweden,Confucianists,Cypriot Orthodox Church,Druze,Dutch Reformed Church,Eastern Orthodox,Ethiopian Orthodox Tewahedo Church,Ethnic religions excluding some in separate,Evangelical,Evangelical Church of the Augsburg Confession in,Evangelical Lutheran Church of Brazil,Evangelicalism,Free Church,Greek Byzantine Catholic Church,Hindu,Hoahaoism,Iglesia ni Cristo (Church of Christ),Islam,Jainism,Jehovah's Witnesses,Judaism,Maronite Church,Methodist,Mormons,Netherlands Reformed Churches,Orthodox,Orthodox Church of Greece,Orthodox Church of Ukraine,Other Christian,Other syncretists,Pentecostal and Charismatic,Presbyterianism,Protestant,Protestant Churches without free churches,Reformed Church in Romania,Roman Catholic; Latin Church;,Russian Orthodox Church,Serbian Orthodox Church,Seventh-day Adventist Church,Shia,Sikhism,Slovak Greek Catholic Church,Spiritism,Sunni,Taoism (Han Chinese),The African Church,United Evangelical Church in Nigeria,Vietnam Ancestral worshipping / Tradition,Vodou,Yiguandao,Zion Christian Church
Chinese traditional religion,0.09838275522486048,0.022700883987594376,0.3169425194048996,0.13607908158863619,0.0876898550880064,0.14955107410350355,0.33816440204464077,0.08826838510183942,0.1378614729473879,0.050228862744177774,0.0,0.11688077879329052,0.030578898225956976,0.10208691892902418,0.16245744817173385,0.06848413195999402,0.06814231215086061,0.20829491180782148,0.14863761163769032,0.06528413342146874,0.1544844044844045,0.22341736694677872,0.08035714285714286,0.12536930539618465,0.21500179018976007,0.08780177063570452,0.08035714285714286,0.1846912437619061,0.12942054154995328,0.11103462439916464,0.09404101537605769,0.06743426641385851,0.171692037470726,0.06549848899910116,0.07902629016553053,0.06591602158104641,0.028806859367511976,0.12094576904473521,0.08372987749316595,0.1286539144368473,0.27159864748489376,0.1776921415567497,0.08047572186429951,0.07778836644859907,0.11970445437264655,0.003968253968253979,0.13386356807502756,0.0958178171854345,0.09048383715050377,0.1021703107219417,0.06769391197055183,0.08567728504198588,0.12796799854280053,0.06873046447620586,0.09717183401393906,0.056470781083517836,0.06242956952896099,0.3562656370656371,0.07052326991522276,0.014842300556586249,0.029731334940432515,0.3220174281180817
Church of Sweden,0.07855450233921944,0.05930321869836156,0.2978557645813265,0.0810840763124462,0.018330788650324874,0.10760549872942651,0.25225605925959665,0.0598749454289841,0.12033429903497915,0.030362561602040868,0.11688077879329052,0.0,0.04907342514580699,0.05217418699786847,0.11688145672421636,0.029032993354419112,0.023902119640929143,0.19648463886662798,0.1199533505715851,0.04262997118759477,0.1135398490107642,0.23675322753014008,0.06764649009510867,0.05495927075214835,0.21664179084438914,0.07301437892300837,0.06764649009510867,0.14171376164324762,0.11553947752446495,0.0302817100451895,0.015483673426484332,0.024314640488912385,0.15241160623117286,0.028315660328472658,0.06843341888348241,0.04450772965431304,0.053019499804683075,0.08189370348389421,0.03369274988861175,0.09791659094018389,0.1656035855420007,0.12939398115040518,0.032910634902451406,0.02921947845842825,0.03770407626448109,0.09430744370028836,0.06963551297359631,0.06541201122568525,0.04591568359650795,0.05759594573900152,0.029825323842255138,0.03882974331451778,0.08253898145559746,0.0356555541184855,0.11584982148562038,0.08077823185589836,0.030139404499823285,0.30000776643990934,0.026428720847579218,0.07727055024548446,0.04915084626042736,0.1820139613331735
Confucianists,0.07603400887078622,0.015745275442023594,0.28587438421488814,0.10460384665922791,0.02681411391469088,0.11080589083496283,0.2636448427260993,0.057840449805043645,0.11704120726587945,0.008696881001895387,0.030578898225956976,0.04907342514580699,0.0,0.07175287210051018,0.13364780567776696,0.041203727024669526,0.01878545204642686,0.1908114674441205,0.11592817082181228,0.031731719005288976,0.12698511601044865,0.21502247821196802,0.08216619981325857,0.06265205321215374,0.20236670308616903,0.06052722834942743,0.08216619981325857,0.13460095895212762,0.09917039813008754,0.046100159994330404,0.04053785819585043,0.02599837902104964,0.15102594607814565,0.039425667571095266,0.05880226283904012,0.04247731092436967,0.018021448984445094,0.08795032165002646,0.053661402276851976,0.10375778178112624,0.1934233445471331,0.12070792404051303,0.05621636067014175,0.02918042674785414,0.08274656778387644,0.026610644257702997,0.09226966598420601,0.07060241263501836,0.061557753209739156,0.06410507466242873,0.04282035133350891,0.05629279115599153,0.10370651000696286,0.03878332409117372,0.08410897956048125,0.04608393568397813,0.03702843600757477,0.30824324729064045,0.045024776941498534,0.03027364792070667,0.018032866479925174,0.22671314192524364
Cypriot Orthodox Church,0.006639194139194139,0.0458156817452317,0.17790322010270843,0.03509333178191829,0.033508254749376735,0.02973487939634234,0.19743603987296446,0.007829463850182055,0.023598297925303692,0.039596017406549715,0.10208691892902418,0.05217418699786847,0.07175287210051018,0.0,0.022177815019684476,0.015397061803684128,0.03510763403975906,0.07635705024176498,0.03203796214621728,0.013619501936318069,0.02035991613277116,0.11337604769047885,0.11891552242429435,0.03605082571519166,0.08860002334267045,0.04431239729354764,0.11891552242429435,0.07109432006739835,0.03607688350138554,0.030531142044166015,0.023038518440768607,0.035291110783307926,0.04260675572150981,0.058128427445890966,0.006301208990927448,0.006523906881447086,0.03746134817563388,0.01173824155766885,0.005413578014447957,0.012908268797949875,0.12707143314461827,0.08430053945251421,0.06402295411399447,0.021147389321383613,0.0058545030445399104,0.0900511167366584,0.023469340018640237,0.0044439853863623285,0.0014571312000932898,0.007651255290046388,0.06361044571142409,0.0033763502134091542,0.007997667650685667,0.009423101423337493,0.03372519343457327,0.021991851500048225,0.018582649843154057,0.21554791304347828,0.04560432671547492,0.08546587148830465,0.04071291242141066,0.16406206381000463
Druze,0.014189756379451914,0.10657088380340937,0.09920138781338424,0.06194881142249585,0.07806926681811178,0.011302021672475791,0.1344242261664505,0.025743834858534896,0.004676696859793098,0.09218946041294897,0.16245744817173385,0.11688145672421636,0.13364780567776696,0.022177815019684476,0.0,0.07073008584652993,0.08647731552270323,0.02667927491897046,0.00883702559118411,0.04866150155324777,0.0007489432135855458,0.06235713666274604,0.21033087373596185,0.04724594393101757,0.0320101740909195,0.08427380528577455,0.21033087373596185,0.0356268532016613,0.020460673780001496,0.05850332420096579,0.06917836554459911,0.0950498034334021,0.006848615459183066,0.13746075079687087,0.024999502413295464,0.045234476572070643,0.0958845046448528,0.010165632270224597,0.04797002211560241,0.004560915275200946,0.08843793036205709,0.06185337006622266,0.14472979851144901,0.05900012411224875,0.03913205247081636,0.15755102040816324,0.03800805057315056,0.020015787180494175,0.03081428003788249,0.021744386831657792,0.14475059637768634,0.04007428619229857,0.006292579635671536,0.05341911937831141,0.031401930485841605,0.0467760896651843,0.07554345538378703,0.2123615574650913,0.12069672282457268,0.160303416769552,0.10410793308405722,0.1283743317059814
Dutch Reformed Church,0.0324143097298792,0.01808085718140792,0.2597873930382738,0.04676473251687679,0.027398277610899077,0.07515149687342226,0.27066874529816104,0.024876742362257637,0.06918525918525913,0.022383426208212796,0.06848413195999402,0.029032993354419112,0.041203727024669526,0.015397061803684128,0.07073008584652993,0.0,0.021281317351876685,0.14146199817754418,0.08052090600496561,0.01512847044461765,0.06712308810898218,0.17811942598827837,0.06408280305633961,0.05901389066444115,0.15792993831558602,0.04087209010384722,0.06408280305633961,0.12735928758254136,0.07827446038732823,0.039892555096568694,0.0162995437778144,0.014125553043033385,0.09957162293488826,0.01681777893626343,0.022422110214124245,0.005726477089135851,0.013242937571381438,0.045077075165041926,0.0028923623844875936,0.05131817713291444,0.18617104890009,0.13105470023485988,0.022074099711235553,0.020678762987960442,0.012870392348499377,0.05232124197641441,0.044823559775859986,0.023943025411094887,0.010344928337685109,0.028655112549940187,0.020319178419816033,0.0058911979939240905,0.039559212899435724,0.004222927416104214,0.06467042181327873,0.030016124332200144,0.0008715543767221723,0.22160750392464676,0.009754311352689926,0.04311881492408874,0.012000982582925214,0.22096300666604263
Eastern Orthodox,0.04404504890692522,0.026816997421727003,0.24270271045812736,0.06308272191799293,0.007369370443612212,0.06815310618760193,0.21999967809133802,0.029061807399521442,0.07880414064581379,0.0056799606440391314,0.06814231215086061,0.023902119640929143,0.01878545204642686,0.03510763403975906,0.08647731552270323,0.021281317351876685,0.0,0.14775615229379688,0.07787633531430527,0.01327397278243255,0.08156392951246318,0.17913564884617447,0.09300281489432503,0.029057194253394477,0.1620058998395855,0.03194527314651868,0.09300281489432503,0.09855470975154268,0.06845310428391585,0.01732875310319732,0.012978812777678813,0.007340280238257656,0.1085224259221746,0.03739655352690236,0.033346952372248016,0.020895171276367943,0.02277099026382493,0.04994994750518151,0.024408819534487678,0.0640250628294567,0.1455726901305909,0.09038924184334647,0.047402312173882376,0.00866190593933157,0.04078624948695797,0.05782925179820058,0.04242396340345489,0.037732102512551054,0.028849130638398553,0.030818087847423632,0.041703870217878296,0.025613979501234257,0.07281829576851019,0.017585419595418036,0.06294132856299353,0.03455182518337892,0.020285554793791367,0.43130489543458506,0.03564920322596702,0.05508718763065674,0.02396484980753042,0.17461904688460916
Ethiopian Orthodox Tewahedo Church,0.048616111740859634,0.16621898940429805,0.051519511713850705,0.11992334106842693,0.13793903385857162,0.027483112140400473,0.09933646618849283,0.06407306715030259,0.021223422841069872,0.14847013239559143,0.20829491180782148,0.19648463886662798,0.1908114674441205,0.07635705024176498,0.02667927491897046,0.14146199817754418,0.14775615229379688,0.0,0.025767244406084917,0.0990659403303532,0.023663172586107704,0.014358156439286453,0.3022798742138365,0.08590367408175692,0.005624111992975413,0.13469472914982564,0.3022798742138365,0.03264278132100874,0.029381583857171482,0.10790967741375311,0.12985364864866286,0.16485952924695338,0.008846868000566317,0.22161102927702897,0.06557564575147597,0.10143529213381267,0.15470066878933872,0.040645472864012974,0.11258171010153147,0.030532974469731484,0.09538531222891755,0.061903400733144195,0.2317664204979473,0.11137193514336348,0.10710215157976355,0.2164955604883463,0.08105784315449041,0.05867105867105869,0.08446671835143307,0.062004713757861665,0.2298395525569437,0.09863815037166081,0.036632592565107404,0.11699944761068057,0.04469862889723507,0.07995047715442458,0.1437619465880335,0.21099782347678686,0.20348878057479425,0.23085130278526508,0.16882981946836054,0.12489326928288931
Ethnic religions excluding some in separate,0.015907404267560276,0.10362591302679262,0.08425276984407952,0.07307592382938854,0.06991186640914317,0.003844049401029648,0.11545466178211715,0.022354165044392898,0.0051293514259803785,0.08007948487758519,0.14863761163769032,0.1199533505715851,0.11592817082181228,0.03203796214621728,0.00883702559118411,0.08052090600496561,0.07787633531430527,0.025767244406084917,0.0,0.04166112490753808,0.008069560080474745,0.05265942859968794,0.22549130675267728,0.03507821591456776,0.026529790972276066,0.07966708418795972,0.22549130675267728,0.016236094764424062,0.004410446806760031,0.05033568094171178,0.06998522124337855,0.09311060381113997,0.007956734362806882,0.14571386569539263,0.024953308446758554,0.04955730987390112,0.0943226894027259,0.009205216335946464,0.05868164882357162,0.00888254786450664,0.07917599817168526,0.03864482203931036,0.15935524744465135,0.050827160843841666,0.055880866423904184,0.15157123283260338,0.04134182140054105,0.02483406310550102,0.03961494952082133,0.01791377716831894,0.1546349617365931,0.04974793247989129,0.021325492997369595,0.05559178945048488,0.01653833560719748,0.03798675788959772,0.08418738191934069,0.2821001623376622,0.13390306037441996,0.16155524281661335,0.10492437177820703,0.12103114205203891
Evangelical,0.01499223781272135,0.023543184693779806,0.19329197780041868,0.04872416235459794,0.016011152782104344,0.03880661575093506,0.20359029602834897,0.006405058181725549,0.03978125128576019,0.010858896817266327,0.06528413342146874,0.04262997118759477,0.031731719005288976,0.013619501936318069,0.04866150155324777,0.01512847044461765,0.01327397278243255,0.0990659403303532,0.04166112490753808,0.0,0.044179974333932566,0.1281386408349864,0.10941363765284058,0.027663356822999526,0.10990749439175374,0.031874472430060585,0.10941363765284058,0.07227415179162834,0.03532505665661461,0.020072851495002743,0.014241427153153232,0.01747720757135174,0.06429004814166901,0.04683665167862621,0.008382588050362148,0.005714569668058135,0.018193524129068554,0.019307901528375433,0.012073852719017134,0.02972500367849207,0.1344352016273199,0.07518663318182282,0.059354357647809594,0.006018623754611953,0.025473421926910433,0.05945063116809494,0.03118923977186416,0.01290056297625436,0.010375127263371963,0.009612752626988835,0.0516246873475215,0.010576599337583396,0.033286508991553575,0.006190333779005315,0.027487487902304267,0.010926976718896092,0.015242067655008148,0.2872229867863377,0.04119143018895314,0.06129098083453155,0.022364586318074756,0.17375738049539485
Evangelical Church of the Augsburg Confession in,0.010786688449959444,0.10046813894639982,0.10068642841752078,0.06012995970243765,0.07379557595823767,0.008912912484340878,0.1336434192197721,0.021089186297265482,0.0027001289016918605,0.0861699250198029,0.1544844044844045,0.1135398490107642,0.12698511601044865,0.02035991613277116,0.0007489432135855458,0.06712308810898218,0.08156392951246318,0.023663172586107704,0.008069560080474745,0.044179974333932566,0.0,0.05666110317644849,0.20607170607170608,0.044185712206454966,0.030594527138905297,0.0786907849206697,0.20607170607170608,0.033488539989577064,0.01653481813695173,0.054447810636927406,0.06414448794315299,0.09061346816448879,0.005428363999792621,0.1332081488638864,0.021176611366329805,0.041208254730463675,0.08967275629346723,0.007427723386238429,0.044915057028500974,0.0021719376814855703,0.08864436843564907,0.057684228968728206,0.14093922417451796,0.05409002397115164,0.03849731663426081,0.1505161505161505,0.034622067205005554,0.01566895495447968,0.027399097203391492,0.018147188515927806,0.14039866859950736,0.03649203404305442,0.004072992083929794,0.05031065520511185,0.026593130460125403,0.04102649572649575,0.07094684836641475,0.21237868402533427,0.11672134776980037,0.15417915417915418,0.09839014153821928,0.12658028193605403
Evangelical Lutheran Church of Brazil,0.07731537034394166,0.19263548742512346,0.042217307640549616,0.15792805160341666,0.1708595528688134,0.05511632657622607,0.11043623719680042,0.09251180768365001,0.04755758704696495,0.17589018161367015,0.22341736694677872,0.23675322753014008,0.21502247821196802,0.11337604769047885,0.06235713666274604,0.17811942598827837,0.17913564884617447,0.014358156439286453,0.05265942859968794,0.1281386408349864,0.05666110317644849,0.0,0.3417366946778711,0.11575888802089647,0.01407389768993825,0.16294424597602308,0.3417366946778711,0.04967746549002849,0.04725922550483944,0.1402471224102411,0.1648648909500963,0.19938587744649275,0.03351413292589764,0.25973421392676027,0.09357263370912497,0.13361439827546814,0.18173511536325915,0.0710508335029185,0.14972858732237482,0.060666801535366244,0.12602091216661743,0.07461961248936955,0.27134909062463564,0.14182132747303758,0.1497029466358964,0.2400549152467311,0.11559702127966405,0.08891706918022706,0.11932647981137921,0.09324215953064005,0.2681196540979148,0.13421976867102461,0.06924673437627363,0.1519749793323864,0.05646862789719896,0.09877730113024231,0.17864391026496268,0.21085309090909063,0.2420762297811477,0.2606495613673239,0.1982932955228834,0.15472053430177962
