,Adventist movement (Sunday observing),African traditional religions Ethnic,Ahl-i Hadith,Anglican,Armenian Apostolic Church,Baptist,Brotherhood of the Cross and Star,Buddhist,Byzantine Rite,Catholic,Chinese traditional religion,Church of Sweden,Confucianists,Cypriot Orthodox Church,Druze,Dutch Reformed Church,Eastern Orthodox,Ethiopian Orthodox Tewahedo Church,Ethnic religions excluding some in separate,Evangelical,Evangelical Church of the Augsburg Confession in,Evangelical Lutheran Church of Brazil,Evangelicalism,Free Church,Greek Byzantine Catholic Church,Hindu,Hoahaoism,Iglesia ni Cristo (Church of Christ),Islam,Jainism,Jehovah's Witnesses,Judaism,Maronite Church,Methodist,Mormons,Netherlands Reformed Churches,Orthodox,Orthodox Church of Greece,Orthodox Church of Ukraine,Other Christian,Other syncretists,Pentecostal and Charismatic,Presbyterianism,Protestant,Protestant Churches without free churches,Reformed Church in Romania,Roman Catholic; Latin Church;,Russian Orthodox Church,Serbian Orthodox Church,Seventh-day Adventist Church,Shia,Sikhism,Slovak Greek Catholic Church,Spiritism,Sunni,Taoism (Han Chinese),The African Church,United Evangelical Church in Nigeria,Vietnam Ancestral worshipping / Tradition,Vodou,Yiguandao,Zion Christian Church
Chinese traditional religion,0.06586621352432588,0.01912944579835176,0.15690894348065312,0.0488062634610248,0.04414602959148717,0.08377965699472921,0.13151515381430512,0.0340364865052304,0.0691565635606986,0.031214522274082876,0.0,0.06155121556836645,0.029811797327112234,0.05791069540981452,0.06494229407699026,0.017625932008465916,0.044028275960481505,0.12061764840092692,0.042355997406192704,0.04955475553642987,0.04828274594239972,0.08420388099430415,0.08722004590823461,0.06570270574203456,0.06453847485926902,0.0993487837360728,0.07333930314202235,0.08917815608016386,0.07218502135106188,0.07456681103528774,0.053177621551500326,0.06877377437616726,0.06975037545808839,0.04389680724674602,0.06444144801052176,0.01663219129635218,0.0382707277838174,0.05792408708704761,0.05153411776146952,0.05326043372861769,0.12653303851830347,0.09975386182272103,0.053293449640738226,0.05479767381988662,0.05714435181808266,0.019614391221528624,0.07763641899300434,0.05077618537672048,0.04747938117748969,0.07436842471945201,0.11853033421497164,0.053944893145776815,0.053218364533157765,0.06082825804361514,0.07420104200392291,0.012468487372213193,0.05386594957282195,0.1826203018379041,0.07515105827299834,0.022677525283676593,0.023964095580373542,0.12618110787538336
Church of Sweden,0.12701079506538498,0.08014907379188017,0.16212077162076144,0.02289927412412083,0.06840366394995666,0.08371531403030313,0.13543725705405152,0.03885998679901301,0.1352071702909672,0.06160839616991362,0.06155121556836645,0.0,0.042978228717284246,0.10584615166257975,0.1098681120270005,0.060024913440551074,0.04007514522965537,0.17879573157534517,0.0862710283541581,0.029137822966668392,0.09484720743735982,0.14579618669888667,0.03653555482690042,0.056633008883367135,0.12440539561705471,0.10013233536522438,0.03235361288781416,0.10701645338681026,0.07327844432789113,0.049286062267521566,0.055605137626473296,0.0393588725214353,0.13342770826845562,0.015865277490443943,0.062426853207794245,0.07288388491141687,0.08935364603311625,0.10395782403193023,0.0892222930167005,0.05414944843220743,0.1303980472743684,0.09533177342406689,0.009326771170606228,0.027881361327849543,0.07335243152652599,0.07968168489358723,0.04907148284552048,0.09730041676079951,0.09445197650157118,0.04853894640620207,0.0593402314447675,0.044513971817504674,0.11432076689818117,0.07972661177343182,0.09813009459573764,0.05039290244595987,0.046123118433309955,0.22927378298495335,0.006613947174525626,0.08163853059027913,0.03374445153382684,0.13257287960306752
Confucianists,0.04809767880806537,0.024285582385565753,0.1402675956508952,0.03682644584420391,0.03741977545946571,0.05096609385014314,0.11834590102400626,0.010422603536490717,0.05740463045233333,0.03219384243667438,0.029811797327112234,0.042978228717284246,0.0,0.037769267991305526,0.03863264415478645,0.01314097486112024,0.027432833991251713,0.08725367523517663,0.04247793619887907,0.018236575348548344,0.04091042337220136,0.06240033730600036,0.053461917036252166,0.04902682715189137,0.047291973042631774,0.08450120331291286,0.0476859290027879,0.07333823216392382,0.04472240942029596,0.04840416658267095,0.025502502745028136,0.036392279289232464,0.05413593912555668,0.019060929118397893,0.031316134662364443,0.016422327819451996,0.02048587194716559,0.037917589517708655,0.037380496987740555,0.02205915849635295,0.12065794637515298,0.0794464307054852,0.0284170591753498,0.026063755198125205,0.03687635437628493,0.03104633151363343,0.04863777127111852,0.04121974206535539,0.04009738414356993,0.030452511832810593,0.055348329470139575,0.01746164728321105,0.05278798725098543,0.026642448532451513,0.04961640580638307,0.021118609546020822,0.02834683501643196,0.18060267047519166,0.04492373553294322,0.03356078042837047,0.006566844032575236,0.12352144887797242
Cypriot Orthodox Church,0.03462492863423299,0.04288900605505172,0.15140744229318767,0.07940757505677837,0.05170263300751225,0.06799061803207841,0.13519681082909754,0.03809086885119078,0.011352660690827314,0.05447684550945118,0.05791069540981452,0.10584615166257975,0.037769267991305526,0.0,0.005756974824275344,0.024708229559048323,0.06406520080955305,0.03789097280878095,0.014316641960458147,0.0575470871921987,0.007332006103559571,0.014126088496278015,0.11804725944564932,0.0874475662420077,0.0030579464946505182,0.11102764508653623,0.11710936364807957,0.08316884122451552,0.0653517051281751,0.08525705318031994,0.05407318756335961,0.06474852400174298,0.009242533022737144,0.07006028056297625,0.05692952931213571,0.027615781684586217,0.021794805465822496,0.0061364273899609445,0.008427720064706158,0.03364543354489828,0.13606396399622575,0.10560152377656955,0.08353705807944202,0.07649232088884189,0.01662301856136496,0.0537877438544472,0.08719217380031902,0.009590352216639585,0.0066461281708779215,0.06513164240102852,0.11451882834850063,0.04300706940470177,0.012474867222820483,0.048191658897893806,0.04984212875276108,0.04096254041562122,0.06550400508799349,0.134645554561906,0.11231131462638907,0.05707677408389933,0.047601813353586084,0.1397813268862018
Druze,0.03487822644013964,0.042639690341034785,0.1526738917467881,0.0794476786571308,0.05206502538277966,0.06448046996907289,0.13347836490719817,0.03878524204260731,0.013037333304489362,0.05476638762227402,0.06494229407699026,0.1098681120270005,0.03863264415478645,0.005756974824275344,0.0,0.0261817589662914,0.06329551936582653,0.04121051414044705,0.021970443440609423,0.05671332621387103,0.012960415197175617,0.01754295151292363,0.11834227727313511,0.08461280989521039,0.007707933269222602,0.11089285184556714,0.11561355843784957,0.08188565946351294,0.06422205434800383,0.08314816585888282,0.05000768745556459,0.059729770019849006,0.00956324498671106,0.07188805648293121,0.054770442469736766,0.028348814723833538,0.02273179422987275,0.006200350662354309,0.014132450405355131,0.03239220091848324,0.13631857541527878,0.10474797162644635,0.08582991506630333,0.07584150104603495,0.023722324987281253,0.05220851481095024,0.08571413576360597,0.01552536921671724,0.01425829165649656,0.0599868297715822,0.10924021540242392,0.04273571469982884,0.018906089434066714,0.045700862857675315,0.04959429314927872,0.04684062216962775,0.06231930917844707,0.1792957673567429,0.1156689107980292,0.056869211105349905,0.0490445118841446,0.13868027932235336
Dutch Reformed Church,0.04494063148991146,0.021125163260832445,0.1487920494859671,0.046482297562356646,0.03428648719164596,0.061890406402959425,0.12852617745961029,0.010697552210226084,0.03798039880262813,0.03215696954048891,0.017625932008465916,0.060024913440551074,0.01314097486112024,0.024708229559048323,0.0261817589662914,0.0,0.03505741022118704,0.0840810160489551,0.018646224305800572,0.036772963177293234,0.01801076165515014,0.05086304540493276,0.07726192644230633,0.061585534844171154,0.033168353253560705,0.09027788069251118,0.06556037675003999,0.07990369127745438,0.05813311404939722,0.06317538580346688,0.0384766034572353,0.04359062673342561,0.037215063179753066,0.035556187859587814,0.047384577236669174,0.006834684776599465,0.018676761664444305,0.02389705969287287,0.01926675208125634,0.026824630511137107,0.1273919593630166,0.09527280734908943,0.04648797204003327,0.048607495379552085,0.023760985787429547,0.025742656419986666,0.062281481703667166,0.01995366067831148,0.019217601469340408,0.05294693702848144,0.09844444871645036,0.02831870474150391,0.025849476482873845,0.037280934484966076,0.05494705717275867,0.007787934657448306,0.04639995939739308,0.1806801115508728,0.06891050190314568,0.029408686433655604,0.016018093778066535,0.12855024193507503
Eastern Orthodox,0.06507503542030305,0.0357976242431564,0.11046567509520702,0.0192171519888738,0.024669637259173302,0.028804693683519587,0.08296922584772365,0.027560558854615894,0.0790598344183475,0.020012614900570973,0.044028275960481505,0.04007514522965537,0.027432833991251713,0.06406520080955305,0.06329551936582653,0.03505741022118704,0.0,0.11218625852791003,0.058638352229844176,0.01584304747890522,0.06694997940688091,0.08486146091157852,0.07891244029347645,0.018486029993869887,0.07163980966915767,0.040351061516318946,0.07046519052439018,0.050806143558417775,0.030150663309620795,0.026631900959691524,0.02038300747191225,0.027247958833140705,0.07650251713414401,0.036520875135334176,0.024669291690524155,0.034531905736421904,0.03907682292052845,0.05581211329504556,0.06465782145474684,0.01974671689075582,0.08260748272595336,0.050443821250000305,0.0351858465329736,0.01585941071084313,0.06856636041618462,0.037864155076226466,0.01812567737275555,0.06720122193396792,0.06652972064373125,0.025780269847705636,0.06714218445465549,0.02078386022572007,0.0991994741894351,0.038526462963519886,0.042136261635765025,0.0321294148571232,0.018309219263063278,0.49314962775915744,0.04601798542431557,0.040778868225220394,0.025900024815991497,0.08480274613142569
Ethiopian Orthodox Tewahedo Church,0.025625765194913698,0.07022417402852703,0.12986499556949052,0.13136867179445536,0.08149727766592389,0.07443553584777711,0.11369377947065255,0.10189215483802051,0.03487048259420261,0.0843168600125196,0.12061764840092692,0.17879573157534517,0.08725367523517663,0.03789097280878095,0.04121051414044705,0.0840810160489551,0.11218625852791003,0.0,0.07447869153625657,0.09354837283498348,0.06569176726946539,0.01737053654880761,0.18492761877755653,0.11515142567434412,0.026909313877394234,0.1489840681609228,0.19527998670680116,0.06882151751546071,0.07146859749414539,0.11938061751164422,0.07570508373695242,0.1248192289260278,0.029429014928466734,0.13230068314145058,0.06996113666413423,0.07476949451531262,0.04384391290919418,0.03797102574866504,0.06939708667687307,0.06608559093690781,0.12344374054780684,0.10117622063875321,0.14791152927480136,0.11493278769203714,0.08368099650094064,0.08852559910346326,0.13339321100978577,0.07040548746665276,0.06530450269472557,0.08349106648553724,0.1258033789738996,0.0826307405356945,0.0637829162195643,0.06368085105911826,0.04186813357600308,0.10945807828621494,0.09118684337118257,0.08912799999999982,0.17982322273064744,0.0888371499696762,0.10642707151350135,0.13803154304597173
Ethnic religions excluding some in separate,0.05757726834121546,0.05015690058021328,0.1631484995086312,0.06955490408203596,0.05088331741602108,0.08146837431553879,0.14810228873525944,0.029641008049091307,0.027944345871250584,0.054437874494345825,0.042355997406192704,0.0862710283541581,0.04247793619887907,0.014316641960458147,0.021970443440609423,0.018646224305800572,0.058638352229844176,0.07447869153625657,0.0,0.061764308670240436,0.0073314661184760484,0.04041754187973636,0.11451718557363173,0.09021546066230486,0.021863372195302568,0.11087950090956208,0.1075811865157735,0.09618377528556099,0.07766287218740622,0.08772770244238064,0.06395142514554665,0.05722675501459439,0.027788375612718897,0.06307922214548949,0.07016248476024405,0.028162388671872863,0.03654727512623309,0.015056561844315959,0.009775805626054785,0.03842097734060706,0.14523568338729637,0.11868669689267736,0.07238908364952333,0.0780344403755348,0.014615689544590376,0.05790887918678585,0.08334087768873072,0.009462989189221425,0.006305112856898627,0.07734011905687672,0.13571148818666418,0.046116160794721715,0.020642875316538727,0.0651570626875392,0.06591442830265105,0.021456732411526316,0.07394241644737652,0.2251338955891822,0.09806355284613706,0.061720876607124435,0.04723117234388419,0.14652423466366613
Evangelical,0.05270130953486032,0.034152810630016385,0.10247765901772396,0.01380691590070983,0.023716247757603972,0.02451286458781327,0.07614214438708114,0.023097468828736176,0.07546826684644711,0.01885726516523545,0.04955475553642987,0.029137822966668392,0.018236575348548344,0.0575470871921987,0.05671332621387103,0.036772963177293234,0.01584304747890522,0.09354837283498348,0.061764308670240436,0.0,0.0674613314081457,0.07347729790952494,0.05917370650666059,0.019825753273627008,0.06534939601945122,0.06604456751036575,0.05735924910418036,0.043369147453023914,0.018754111502489745,0.019437955662397567,0.007099928283344269,0.030024191554455463,0.07349341423515031,0.020723113178073613,0.009520828873888025,0.035865660930437124,0.03135801005260776,0.05129635366170205,0.06210728594208645,0.010982069017434957,0.07665194698050513,0.040647099066628084,0.020162361933527294,0.004136871091044973,0.06278933107291876,0.039026172079313075,0.03096052943655765,0.0682981355932431,0.06718565058619752,0.0057844273289014295,0.03387914747568209,0.011503634315490707,0.0815226022997148,0.022329003646394004,0.029963370617659826,0.036461994936789435,0.006395786845835863,0.22537657583271378,0.030437590468575523,0.03863683206865269,0.01807542237256923,0.0822174738158245
Evangelical Church of the Augsburg Confession in,0.055986757536874106,0.05149038987621304,0.17680248112594707,0.07846918704714484,0.06139960297148521,0.08814445326939767,0.16032825496089925,0.032475877568186116,0.019373662366424214,0.0635110192383867,0.04828274594239972,0.09484720743735982,0.04091042337220136,0.007332006103559571,0.012960415197175617,0.01801076165515014,0.06694997940688091,0.06569176726946539,0.0073314661184760484,0.0674613314081457,0.0,0.0318635540947098,0.11074422191875657,0.09946105037738001,0.015245398798974226,0.11904143791587396,0.10264708152816508,0.1068768067734665,0.08608939618639343,0.09515438583945451,0.0681059887787094,0.06098847746916154,0.020351981667926098,0.06473498711107607,0.07602794201079709,0.029399791420037267,0.03603482507574421,0.01469891571061946,0.0016220437466713347,0.04426981512785027,0.15793580665743748,0.1289357557759747,0.07834885817358592,0.08603974140780185,0.006939357941480187,0.058376156478883987,0.09076449091773078,0.002296139461862101,0.001224288019678728,0.08197978573733543,0.134399800083071,0.05173876764720706,0.005894890513755539,0.06371278569592435,0.07368556301954882,0.0302914971830629,0.08022194914443827,0.13572287197865027,0.10602857930566438,0.06126081900498009,0.045907640513423914,0.15936982878062464
Evangelical Lutheran Church of Brazil,0.01635917333004307,0.04746767378881919,0.13296652261837025,0.10206837322552528,0.058156956087468646,0.0627183185393601,0.11639616593980316,0.0674451340341304,0.007104904797153601,0.059144530050395876,0.08420388099430415,0.14579618669888667,0.06240033730600036,0.014126088496278015,0.01754295151292363,0.05086304540493276,0.08486146091157852,0.01737053654880761,0.04041754187973636,0.07347729790952494,0.0318635540947098,0.0,0.15264341821980187,0.09620991062729417,0.007057416602989004,0.12497963627204617,0.15410596075375418,0.0662156024358334,0.0641036260339991,0.09751641857540347,0.056909293442117766,0.09387648415480233,0.010089438631510721,0.10192028311182737,0.0603099703466535,0.0444637734531409,0.025191385040656076,0.015581477220444916,0.03426493932424683,0.045012181425092265,0.11858885795802179,0.09698381769202476,0.11852294764046914,0.09355283023716109,0.050498480331800426,0.05920935114781241,0.1083525500713926,0.034239449758815835,0.03287930452694194,0.07325286830630645,0.12207923864112556,0.06301362679981101,0.027586550710407286,0.04545326101959297,0.039415997070272886,0.07121283779577713,0.07694993232181718,0.1341316056338027,0.14912882561829313,0.05683860738121906,0.07476818150556303,0.12567120361032796
