,Adventist movement (Seventh Day ,Adventist movement (Sunday observing) ,African traditional religions Ethnic ,Ahl-i Hadith ,Ahmadiyya ,American Israelism and Latter Day Saint movement ,Anglican ,Anglican Catholic Church ,Anthroposophy ,Armenian Apostolic Church ,Assemblies of the Lord Jesus Christ ,Assembly of God ,Australian Christian Church (Asemblies of God) ,Bahai Faith ,Baptist ,Baptist Union of Wales ,Bible Students and splinter groups ,Born Again Movement ,Brotherhood of the Cross and Star ,Buddhist ,Byzantine Rite ,Calvinism ,Cao Đài ,Catholic ,Celestial Church of Christ ,Chinese traditional religion ,Christian Church (Disciples of Christ) WVS Time Series 1981 2022,Christian and Missionary Alliance ,Church of England ,Church of God (Seventh-Day) ,Church of Ireland ,Church of Jesus Christ of Latter Day Saints ,Church of Norway ,Church of Scotland ,Church of Sweden ,Church of the Foursquare Gospel ,Churches of Christ in Australia ,Cihui Tang ,Confucianists ,Cypriot Orthodox Church ,Druze ,Dutch Reformed Church ,Eastern Orthodox ,Episcopal Church (United States) ,Episcopal Church in the Philippines ,Ethiopian Orthodox Tewahedo Church ,Ethnic religions excluding some in separate ,Evangelical ,Evangelical Baptist Union of Ukraine ,Evangelical Church of the Augsburg Confession in ,"Evangelical Lutheran Church in Russia, Ukraine, ",Evangelical Lutheran Church of Brazil ,Evangelicalism ,Free Church ,Free Presbyterian Church of Ulster ,Georgian Orthodox and Apostolic Church ,Gnostic Christianity ,Gnosticism ,Greek Byzantine Catholic Church ,Hindu ,Hoahaoism ,Humanism ,Hussites ,Ibadi ,Igbo ,Iglesia ni Cristo (Church of Christ) ,International Pentecostal Church of Christ ,Islam ,Israelita Nuevo Pacto Universal (Peru) ,Jainism ,Jehovah's Witnesses ,Judaism ,Korean shamanism or Sinism ,La Luz del Mundo ,Lutheran ,Lutheranism ,Mandaeism ,Maronite Church ,Members Church of God International ,Mennonite Brethren Churches ,Mennonites ,Methodist ,Mita (Puerto Rico) ,Mormons ,Neo-paganism ,Netherlands Reformed Churches ,Netherlands Reformed Congregations ,New Apostolic Church ,Non classiﬁed christian movements ,Orthodox  ,Orthodox Church of Greece ,Orthodox Church of Ukraine ,Other ,Other Christian ,Other syncretists ,Parish Church of England ,Pentecostal and Charismatic ,Plymouth Brethren ,Presbyterian Church of Wales ,Presbyterianism ,Protestant ,Protestant Churches without free churches ,Protestant Free Church of Germany ,Quaker ,Rastafari movement ,Reformed Church in Romania ,Reformed Churches in the Netherlands ,Roman Catholic; Latin Church; ,Russian Orthodox Church ,Rātana Church ,Santería ,Second Advent; Parousia ,Serbian Orthodox Church ,Seventh-day Adventist Church ,Shenism (Chinese Religion) ,Shia ,"Shinto, Animism ",Sikhism ,Slovak Greek Catholic Church ,Spiritism ,Spiritual Baptists ,Spiritualist Church ,Sunni ,Taoism (Han Chinese) ,The African Church ,The Church of Jesus Christ of Latter-day Saints ,The Salvation Army ,The Satanic Temple ,Ukrainian Greek Catholic Church ,Umbanda ,Unitarian Church of Transylvania ,Unitarian and Universalism ,United Church of Christ in the Philippines ,United Evangelical Church in Nigeria ,Uniting Church in Australia ,Vietnam Ancestral worshipping / Tradition ,Vodou ,Wicca-Pagan Witchcraft ,World Missionary Movement ,Xuanyuan jiao ,Yiguandao ,Zion Christian Church ,Zoroastrianism 
Church of England ,6.414349316137599,12.382828661679483,15.428002335714003,277.7778025748729,23.87629794950344,16.470543443629467,12.914347731607782,2.050358572925892,5.9934489740889845,25.556542989612936,17.018723305368628,12.025467921385829,5.059305615828793,12.556177320107151,13.67547406333883,2.0736705452510225,11.140213436273337,20.94655439690398,43.97744838007284,11.335506848819612,13.720813422045975,7.01040956820255,13.271898692280603,12.938371389310914,8.444370678493463,22.848062049773294,13.806305288103417,9.927152593894212,0.0,4.856169347774867,5.855822054684688,4.31997743455236,43.669898225624074,5.504973723723724,936.8038669254225,7.559494200696228,4.748482996210366,4.536729353243864,14.174183128625318,11.496005707964855,20.584259618550202,6.794984157428154,18.018913229362155,5.393044209216195,13.275114248592224,44.104899405989016,9.75849281061776,12.536855623820996,11.209443485076465,9.01310373094801,10.676215489925214,11.813758937841486,257.41922581810746,14.004075933549144,6.274196872390116,14.405976921094496,5.132702789937412,5.984756476928983,8.071620773577187,22.526907577570803,28.745574292283415,3.7154486065245824,14.770183885584087,8.585312094642395,4.636331729498112,20.930674585825457,3.3726983343784207,30.490944255717086,31.536581083582874,36.876258519495615,16.392432551233526,13.021181802047137,11.697574746471926,7.550724520044674,5.058947756180874,6.9142146560179345,6.769153821139996,41.059997320727945,17.83753307165586,6.377962671295983,16.979270521481055,10.12888565358048,13.335977441579864,12.17172751348354,6.627305072019848,8.026883106493582,8.574245918321349,6.628535605711485,6.4118876632974375,17.69989552830229,7.964268337706949,12.025567193834936,14.55694782765486,10.104719875719976,142.8260251110592,7.171236300127896,38.42701018837068,4.8752792843277915,3.919784891277764,12.41203281697319,13.179139104052522,6.65614949973432,7.08861806326408,6.578313341934615,15.100314701012628,32.80933378460144,9.188508140785878,13.47576185000203,9.879353177562356,7.2393924398605645,8.912024158802199,6.380364565576311,8.60142350008609,16.573349914800392,42.803642930629,107.3849879161212,3.2237118050632607,16.20153299810264,9.06236427745539,8.1304900290341,3.2280054753181253,2.4881744675296753,37.777803342546115,11.46489193024531,48.55392117550309,6.4401351993015155,8.138973421465662,4.642017494243412,23.908562662831233,5.144820501054469,7.733299959832963,2.7510403960448375,9.744080771232408,10.128320002363138,6.248957713106923,579.7156888717736,22.052982993577658,2.6723848653596947,9.209329860206932,4.770573295244348,13.07527053362838,140.49137992856944,19.092745799923787
Church of God (Seventh-Day) ,1.8933631056918727,3.7738608219297025,11.423019777287925,354.83554272594534,23.129145370906986,16.899466940669182,20.890430332271766,2.5555555555555554,5.851851851851852,12.733703405656453,14.88170815641074,6.4200817280911044,1.4074074074074074,8.751732811391049,5.588560731848001,2.8518518518518516,4.1231826762532044,26.47215393057853,41.13257952762742,8.327343060510264,4.005395633273936,6.508381877079263,10.862011822544078,13.312148436758239,2.314814814814815,31.411280711981764,9.799160720803425,8.001191567730732,4.856169347774867,0.0,4.4159192800931315,5.935185185185185,72.81246312612872,3.3518518518518516,1354.5107104794643,1.4593530405097568,3.33442741348737,2.46132293007293,10.846832593816341,7.100290692823789,10.64604303770818,12.466786703863717,20.010051205137902,1.2968559218559217,8.56126808398787,5.291443602521129,8.287308204275568,9.740424793810279,1.6608718839962375,6.389569004043698,5.318005966059557,4.582412848077437,338.7084999440803,17.05012908222279,0.7222222222222222,7.620592449288153,1.2407407407407407,2.3400625396991845,4.38424058040325,10.756210324468976,23.751806979980508,5.592592592592593,19.79558053077724,3.8079759095734933,3.259259259259259,7.006466216922364,0.9629629629629629,8.854834869604442,32.732503456372044,49.833981041789215,7.138824024743075,20.56018957657147,4.189959133642008,2.9814814814814814,9.987646712674971,8.00925925925926,4.564814814814815,17.662311325880875,7.092592592592593,0.9537037037037037,14.522817395758464,14.004985065613619,11.094529380676896,5.955644785231422,6.128202993261368,9.348519217023172,3.609342231765853,8.415449656846398,4.518518518518518,4.7940065803352985,10.546928981905406,6.092666605894783,13.606163089788824,5.499882766165388,256.6403857597085,2.4722222222222223,25.220962376205424,2.462962962962963,3.3425925925925926,19.573815429586766,11.335724606426004,17.44732913294546,3.468101392804912,0.8586871827003402,13.536803636072907,17.932054959396325,5.967794861948087,14.121267931462434,6.041882150666414,11.02784661255105,17.61927752037865,1.3290216727716724,7.582718362385627,6.94618354598302,61.46806644380849,66.05053517651842,3.861111111111111,8.93540152283815,5.899929434394199,8.026065492432588,1.0833333333333333,10.224691419154887,6.9082934329113135,9.58865548344195,62.12454287051129,5.292087686716597,8.547760825095473,6.981481481481482,13.201244614858256,5.542927155751517,3.12579933824621,6.018056390459179,5.675925925925926,2.462962962962963,9.388720205326917,796.3840068452084,24.096893659176068,8.412573331451172,1.1218965065563227,3.5555555555555554,8.515897506074516,193.68100592634377,12.974410091727817
Church of Ireland ,3.796233159125327,2.666083537949587,7.618937150803983,66.42875070892248,18.77910354728462,9.382432511378239,10.437523872533005,5.710122209300656,23.625409641822277,9.132807931885273,13.83076603465387,6.23677925424732,5.66583369649235,7.425924972552754,4.0080515111549895,6.987188711073952,4.38498461519787,11.894297855587391,17.991564128415675,4.402431487145444,3.487555995398296,3.567173428872723,7.646426352780602,7.094803671116068,18.433453963428356,10.557781162477056,21.47531150611854,15.767151236094671,5.855822054684688,4.4159192800931315,0.0,17.819114781761378,15.907465515032497,11.242140249102041,192.3292342962893,8.712423905302549,2.824816816699981,3.7502254287549026,6.869054522524885,2.6144919897626258,7.95927537843228,4.189027514931672,10.953118742598596,4.112982510172745,12.17348939935956,10.661272884389826,2.6197139386891926,5.463999041370509,3.9959319218718368,2.173462014764703,2.6635072402643294,2.4450876259600087,78.41173097554449,7.598535084998491,7.567614803741376,8.842801618959905,4.985980053628252,3.268574254051686,0.9085430263944445,10.155643871534702,13.581501655176272,18.237617426295344,13.865535531866371,5.596367465647355,13.901976726664977,7.425041473736205,3.530086253044455,11.225928875921026,13.349748170553882,14.883300355590412,5.960427257807243,11.742485243237194,3.1097965685329534,13.89305187725772,4.178923683686251,33.1928163597152,21.87930837816428,13.888450579009023,52.71187615109202,6.672486079465829,13.357512466974244,6.29656988978592,16.295954721333203,4.236394829718141,3.536786153136728,3.6908047294921005,2.1872120768157415,5.142938520138334,20.382505147038426,4.143796961624211,2.9716374174187816,3.0313531670165017,8.051155552851895,2.887430730714025,38.50218514067851,11.926350157509985,19.0614372475303,9.398552977673141,10.737909450693325,9.545670250272966,6.660333613671946,5.153876004211417,0.9939293692718193,4.364974080664757,8.145669941651597,9.239749686684172,18.341773417986296,7.883909984319921,2.9353875192282515,5.4937504886370485,7.15246241229849,6.491283913423906,3.1202694543434744,5.875459908448196,14.809581010720544,66.60608988937759,13.370793109330398,6.984917971811638,2.7554879638476284,3.1174027800032182,3.3219305177630414,4.768627802111305,11.802102352289443,4.154071776301825,16.852213005135315,2.0174215167938,5.248853720764815,23.880282493235924,8.204296352817567,1.6403242582128348,8.060219305191263,10.709423675294872,34.60349017194993,17.63817080374185,3.8255303249450368,120.12609208213628,10.5434881380203,4.026537386700703,5.089246786537894,15.073086055155331,4.7968239174875285,38.60320681600564,10.340274558171561
Church of Jesus Christ of Latter Day Saints ,10.610694834426184,32.23625436663151,24.92666279463967,788.9724229420816,61.62920234694674,34.97269390129214,29.255466067100674,2.5462962962962963,5.731481481481482,67.9495952141817,37.08023130704933,31.15842814075473,5.601851851851852,36.82807662769569,37.358765540875126,2.4537037037037037,33.725589497039515,51.65650675328502,113.12127386950979,33.8280899967697,47.7394791711987,18.54339338290437,31.38047613306258,29.427651121552604,9.231481481481481,38.730754582075676,21.649359900477915,18.414113912000442,4.31997743455236,5.935185185185185,17.819114781761378,0.0,108.08688873005066,3.25,2569.645422504114,10.723891167812399,11.684046778596418,7.795293840889806,32.07089489238595,42.671087951607646,55.48022973227194,14.111925094491452,45.313521775764634,7.7954913694082855,22.45971937041627,117.09599154912814,23.30303105387852,34.00325171153537,24.60482763362032,22.783695198832124,25.49405660578054,34.059969229384464,632.8511175358408,32.79754143616398,7.064814814814815,37.92475876577779,5.546296296296297,9.935931790285531,20.521174381540646,56.018620630932304,51.85819493374505,3.361111111111111,31.74315742568738,18.466396966625666,3.8425925925925926,55.705025427825376,5.342592592592593,78.60104978353031,88.73343067728976,95.55439097659136,43.84153429555755,37.245897662707755,25.797110851450366,6.768518518518518,13.099491630291661,3.3703703703703702,5.87037037037037,198.19426986294363,13.842592592592593,7.055555555555555,38.08979330571492,24.466949502290614,25.72543754458163,31.504376150431376,18.232505664099044,16.758985740458268,25.801209826613913,14.894011217229698,6.527777777777778,46.05341089422716,30.35238066569283,32.70912737756865,37.647411125758154,30.515130361622305,363.6757379822434,6.222222222222222,89.08721905532968,5.25,3.3703703703703702,25.585580619746523,36.04970847396532,8.673124237480847,17.107689722055085,9.700266973417023,31.759031005258976,100.40151503274508,14.504301876188135,38.40827140770642,28.50996210556254,16.248223009343764,25.58680481800083,10.098804413814294,17.00687535480926,45.00424049271864,104.64661550497661,218.1666887158326,1.6111111111111112,42.3800609469156,17.694259615796756,23.045535979767507,4.425925925925926,9.701409907201931,93.14802669864197,30.312685555176902,62.00753978733415,14.024115421436354,23.10872763293618,2.1574074074074074,59.93354595739291,9.938291070992271,15.63342738746307,6.0587739062065635,8.018518518518519,9.416666666666666,11.380062249762306,1585.2138610463765,36.271951238808725,8.636953869146234,16.992788659287687,4.861111111111111,30.58905681324235,340.8787863857335,55.65168579394302
Church of Norway ,40.41456943510956,11.46557758895581,18.481723537576688,16.951836538842993,13.847460902951024,6.097638831446513,5.454224972031826,50.585089376698186,93.19641715345757,5.932805610834324,9.694031716859152,8.434761150770901,67.38514375710263,7.811850859942175,6.269795825731172,64.04260193629946,8.980744356567975,2.444390498614396,2.5129486151258367,12.064426425935151,13.880800192030081,21.55406965449149,9.206536888227049,7.097257569992484,106.9627159422218,17.891380763282537,42.58305115943491,11.50466349657327,43.669898225624074,72.81246312612872,15.907465515032497,108.08688873005066,0.0,107.07658460048715,8.152889954375498,48.02062216832084,21.192152149505358,44.86661307901623,9.202808032478877,26.23857752967465,13.244991078430811,17.91763959558072,4.970024447663196,57.51749818050943,38.591204771675386,28.735295630460133,25.86803221513157,7.3739195018429475,23.239821412062426,15.348205832310565,17.66547279060565,13.399262583428595,15.272930606484628,3.3070308066770586,60.84711514182539,12.456989893617084,59.45609152908401,43.17536840580207,14.572032732207445,7.108569973971913,12.240011264683012,79.92609005153561,4.538681101164066,21.933662774674378,99.89543287834029,7.026141708948038,46.80605538259193,10.684158523884697,4.618505664828773,2.981152169283658,6.3707576628588765,7.899437646285801,18.51953914212213,51.65047527303064,8.765508005651617,142.55473196633014,91.52820545389908,25.1953224098708,216.53936087371872,49.49992478188277,7.974870256349832,5.148955656101111,3.8307112150033897,6.840766610207153,10.405349140364503,14.094753544657856,12.292508066784443,14.115157122526632,85.92804192977931,15.50243519566086,31.617542950990575,24.851934349443955,5.4012574817242625,29.455973047326076,2.0259974287899025,79.65215513299472,3.9264386951884385,42.5271699240334,105.74080853329454,5.8704908516270145,4.559574305094769,29.680611973856752,12.695790511738828,48.70097047954082,17.635590651243678,12.15225666987228,8.988447615598046,4.341565597660773,20.422433200841393,7.162432439963088,11.547111919081939,44.210325809454964,35.56001542603609,5.899469652699472,5.37672075949032,30.874314586534847,96.10572657778708,7.569598999815673,16.044487961587983,10.66579817827973,60.32785257832475,13.53157449778849,60.357510744280475,19.70129421541948,12.798240958517917,17.921927287687485,10.025931848082339,86.28013496970581,15.51633401155423,18.348272615963968,25.379401913390755,27.17274735586325,151.30090912913363,100.48289819998362,16.814140226725108,15.542685086677384,18.554929760715375,21.963429869918492,32.632948116187286,76.18635386702978,11.093597055864647,1.865861522675344,6.6639446802342865
Church of Scotland ,6.816971524667363,29.164750695524376,23.181238520071908,597.3276660528304,43.66484710760036,31.929721005402865,24.487015790554842,3.425925925925926,6.925925925925926,30.104915901606464,27.113740764848995,23.55112063679418,3.611111111111111,26.382026049125013,27.874564253473203,4.185185185185185,21.21687318337254,57.146907410715734,103.50199374839677,16.852007619650223,23.43376993265368,13.534852653342366,22.90630903084395,22.163966016521858,5.87037037037037,39.950227271322774,17.446412782363897,14.551163329680106,5.504973723723724,3.3518518518518516,11.242140249102041,3.25,107.07658460048715,0.0,2885.744665803254,6.850738284628035,8.677325921861181,3.212249462230457,18.908328112295006,18.722798007541577,43.695232675602355,14.54179051013838,27.772539822022644,4.403355422770753,18.893717584053316,78.72642384598367,14.213687439240804,23.433255582766098,12.940704617108626,11.5846294001929,10.68037239350413,22.372831289563923,774.5359345121302,35.57870512485051,4.2407407407407405,18.997704965335032,3.5185185185185186,5.763427417544529,16.000818171577354,32.37848481040353,38.027812935528615,3.0185185185185186,25.14218548247531,10.289403726624911,4.0,51.1290483474287,3.8703703703703702,37.13530488931379,74.04443721856411,94.251501533794,34.079645379514766,29.302079352656982,10.414838976005539,5.537037037037037,11.362258829971331,5.324074074074074,4.898148148148148,147.61341454260742,11.61111111111111,4.342592592592593,27.759445718890223,17.38608273021328,20.224490952619387,22.359187214045043,11.247559628478179,17.24988484328966,18.126007433870743,10.02439659308652,3.4074074074074074,18.242887590801782,17.040684448119162,15.246759288118524,26.05192080087622,19.004732989793073,410.7748474820978,3.675925925925926,77.14833031488904,3.6296296296296298,4.712962962962963,20.625111621569285,24.725135989942086,10.680821744438854,14.140439285510014,5.052096655067967,26.03800763239813,38.41075797115722,11.368674682159304,27.690503989757865,13.176372027275583,14.482356423669254,24.86965000692125,6.461597313344354,11.683822874422653,27.72052530541549,88.71528604155286,185.9850459948145,4.212962962962963,23.768814147293384,12.105899728140333,20.719674534422843,4.046296296296297,10.850875145490269,40.15313799117079,16.41495755126982,137.64093804895995,11.463657901927817,17.946978173637564,4.481481481481482,34.397757146210765,7.202123558741521,9.077641764257107,5.9649569085887055,7.842592592592593,5.962962962962963,8.622398139641959,1713.7967785347334,46.1093319976217,8.271915767542483,8.954267731677387,2.462962962962963,19.842397466748384,353.13538593907055,30.418286870203204
Church of Sweden ,593.2015588774151,92.54381823579432,39.709671939665704,20.228336878001237,43.25870161564886,27.919297153715686,6.419361334816795,683.6545969382884,2769.0883248833966,10.077661942619947,42.73358535529425,100.49734948679935,1501.278678157526,38.958222882874125,24.36799770716346,1223.1042407222226,102.00751618597806,14.766612705656284,16.35295406510662,8.58132602139811,63.4825334242591,337.57731478092524,52.78397139376904,13.482855394779344,1583.005981043646,33.76246542938361,28.3569725003937,17.995202047956752,936.8038669254225,1354.5107104794643,192.3292342962893,2569.645422504114,8.152889954375498,2885.744665803254,0.0,1040.8910234328694,356.6224019851859,853.9809055048868,52.314988776156945,26.278405561114056,42.892758898328346,25.86164907312534,7.656406040552757,963.5729127839609,626.6621983408957,25.50098586257716,25.518681621714254,7.067644935562965,384.20637516482736,70.51158569858046,233.3604896692081,61.230299037581844,4.615586442441482,22.148804247060156,1132.9765471977041,147.84387072201628,1087.8734515695267,785.7768203211637,75.37415821551548,9.901039829510548,22.322295905549826,2456.757750458021,8.103826477115025,190.7666556507101,3106.772000036124,29.114851690376,451.89724299651476,17.109442347797682,18.81181362351739,9.411365424357777,11.745765975760278,6.272379691726075,236.5683993657824,2024.150995644226,78.51313281977099,3633.271441929831,2745.601314274701,36.90825410689046,6349.99374126128,563.6171856968479,22.201861946967956,24.167046956459384,18.59619017301159,41.69095930984599,131.47417901928105,42.71520212873946,118.373979243151,212.1811997761731,1666.6921418293723,30.04496132242522,18.53058110847798,24.940677273235192,6.0101803419233555,9.481512196458725,11.885367730924534,2439.5593303418887,9.237913611324068,635.5914810975025,2343.932453729207,10.021539037451229,6.261134841798569,24.418071798268944,127.23872686853774,971.2736343199657,147.9607438966217,63.58362937017875,18.009507227774836,5.637973120702553,32.87605529960275,80.27538511579522,218.98500281069244,1122.6146349329197,18.70744031235337,20.557532652960273,19.137114184790967,9.696380368881355,2270.2963376648772,17.130539849920392,132.5222405584903,36.216216225173824,608.6204427674406,143.45609848662787,16.603021121916058,14.093307248789436,10.078579001711198,250.82101020125742,73.70069486896823,2367.151320425104,131.68897160165486,257.12101114144843,221.99991275218994,535.889028498377,3903.4623572363903,2027.8231307147698,216.33761060331528,6.758665207064542,45.95822761100599,318.5653566799491,508.2351266936723,2140.171087312836,35.89672462173203,11.088436881683338,36.263328126825
Church of the Foursquare Gospel ,2.9878201466450833,5.295823692879321,16.261977061930363,224.98582336064868,17.853411397255414,16.27309938531793,23.110007685319548,5.699775812182527,10.230145249647878,10.370226404501974,12.058782464560771,6.675724454114483,1.6555433411333647,9.303452122393344,8.091849912275027,6.677627378208773,5.642501152597317,24.284335573654598,35.64361482850625,10.407431269671592,7.164946387156015,8.957337363568692,13.48157648683332,11.959509999700558,5.031669140336867,29.599750436133625,9.347836105510414,8.719456966859168,7.559494200696228,1.4593530405097568,8.712423905302549,10.723891167812399,48.02062216832084,6.850738284628035,1040.8910234328694,0.0,5.924167485084285,3.5565062938863408,12.408436482064317,10.32090580064328,12.604385112716955,18.358295350979134,18.391928257619274,2.994494892593569,9.086253032817766,5.312393319264775,12.732463566874818,10.24699143735315,3.5222652334203026,9.998225615278088,8.312759512585146,6.356228003893956,325.6409914363346,18.925323774305728,0.8113490562261053,6.878093017855348,2.991809404619347,4.206914079794582,8.976654406625107,10.332817590790638,28.486564074230913,11.079038215168351,16.240586516536162,6.251112060655073,6.742705893832943,10.031983680124199,2.4035161535161533,9.357704041829033,24.67552828820842,39.445665737078194,8.176186539285284,23.36675428585283,7.669896108793048,3.8843926011264718,12.09984542160195,16.83166599494777,8.541317004944053,19.832904235980465,14.086586009089094,1.9166800729300728,11.267873302660908,16.095856967030482,9.489814989266923,7.110247887528619,7.793307303257801,14.584001740442492,6.127209872552194,9.512630891853233,8.577051972624664,7.427129803254844,15.11076108093158,10.48969594995114,13.223749346965235,7.1035953052935,158.12696006295536,3.021256188636326,20.19199921894264,4.797428266178265,8.089058944688027,20.571373406883755,12.176322578492037,23.632938146470778,5.942913472172813,2.130845567754885,12.758464398594848,11.967034269776333,6.046282270957923,15.03282128754009,11.085370040148982,12.009257142072045,12.039049941034433,1.836304416315482,11.852395863213289,8.204226273299572,43.63579029873,65.75735648322882,8.831230831073116,10.307857878126903,9.87107556508124,10.856231267437677,3.003777811568907,14.018139914632608,7.0115353206700055,12.61989510304709,51.58505219118566,9.108499623362768,9.62581436835195,13.219598494758905,13.620036527440739,7.184730033508993,4.006300185835105,8.533007160307571,11.3291711991062,4.8437944114173614,13.82481739290648,608.413437624239,21.296544852145846,11.876249509232368,1.2101709960388598,7.492295883097845,12.076219097700513,136.13485644368672,14.73250687710513
Churches of Christ in Australia ,3.585576193943927,1.9424934697437148,6.4865582487439335,117.9257845482377,16.624520039106123,9.15902478138225,7.448280123109824,3.430342517561868,14.359252992386253,6.414112006717317,10.524966321866554,4.900840600130817,4.2292877202506,4.654901817297123,3.479001632083063,4.684732048072684,3.5738984813905628,12.390063802926923,20.7899905532988,3.0871081200544883,10.84055228183319,4.638958981657904,5.551811894272303,2.927893529901789,9.765454963908676,9.92083382242538,10.128781518441482,8.830124427457047,4.748482996210366,3.33442741348737,2.824816816699981,11.684046778596418,21.192152149505358,8.677325921861181,356.6224019851859,5.924167485084285,0.0,3.077395411082047,3.453830097656955,34.59603574437133,12.653056027543252,3.6630353368585107,6.431806453826592,3.5468059223105652,7.021354532928486,48.06894890010694,20.937831000044184,2.9968009612799866,5.210148995186609,9.120568449085344,5.548092062719883,10.279129768644744,107.04113347085874,5.62825059286579,5.085728738878813,5.724644190170016,4.65449383244957,3.288604173397917,7.0482640499437785,6.6882000972639934,12.43020108591569,10.54302673504377,10.288965864331319,4.135314037519987,9.32614443778746,5.4807894591653845,1.8521032080377446,7.644737533810623,14.601326953807703,18.46197549341642,3.558020150894054,9.381761497465108,5.929478109741552,10.358613268138551,3.535034190424318,19.44858604289828,13.52893960373722,35.39764137898838,27.28517225237408,4.026146959012216,10.097554132798667,6.410091855183884,8.75849167893994,2.677177195601599,1.8043425819350944,2.7109953490067094,4.907278083748502,2.1351899519592967,8.601036808069097,2.8752571488950425,8.697080609590943,37.22687193418723,4.523162324021588,2.6162833003076083,67.57241695384349,8.667595972567822,12.035550532771296,5.538460932584979,7.684105716443693,9.869687593154307,4.0116939856252385,33.354597080727174,3.6280773984504866,3.6837096236974967,7.668848192662494,7.60676529086278,7.791124891254847,14.081529760425273,22.631122035399645,4.737412712316457,6.465343268113253,4.255169914701261,61.960557596204865,4.2432071639227855,21.92634195953187,52.035031371768746,8.11520134669489,8.978761843788647,7.069020414751718,1.757522563417208,2.2285835991930756,3.9974718677182346,8.043896242095359,3.4182134578271848,19.637291025616516,4.9507146807874065,2.4327656273398666,14.915634111310405,6.514001796211751,3.6778437068599623,3.670861245873649,6.372088092734244,18.03221626766633,9.906668669904384,2.3050984182970278,213.81832550596064,9.812665765775435,4.762450064049329,4.984774324349257,8.884345906554929,3.5847987826882326,68.22115281086361,8.607441385361382
Cihui Tang ,3.1146237314950613,7.487597239349623,12.856251448141771,222.06302703494387,20.568357263149583,16.898950882420216,17.087511786270532,3.410368640443058,9.161571924146202,9.310641087274531,13.374453705549785,8.405088697461881,2.7869729717481095,9.085027976809645,10.087880093104703,5.608515131723038,6.4360194319955815,23.094667302702337,39.605975253385715,5.8975331278789715,7.438915881271168,5.108192526626943,9.831681721849046,10.531282879318892,4.079416641916642,23.44207858626908,10.530218567034856,9.332710245847457,4.536729353243864,2.46132293007293,3.7502254287549026,7.795293840889806,44.86661307901623,3.212249462230457,853.9809055048868,3.5565062938863408,3.077395411082047,0.0,7.81897083981002,6.70604228551527,13.92228339044324,10.653957594459618,14.373011595775772,1.883050979555311,9.161424560587344,20.141820797758132,4.082144732997171,9.322832200130954,4.814860022279414,4.466088659318422,3.723363492699644,6.3404889630058525,288.78032770056024,19.119739054889298,3.391740097896814,6.944439567129473,2.873862462489512,2.7045897080145953,4.863436332094649,11.181003527408574,20.182314167953702,6.091540071420209,13.202322683498297,2.8861758483046684,4.974477229222698,17.85848326010778,2.3762281523552016,10.240185072563168,26.58333646784226,32.93339069219761,11.555034256599019,16.68497439763301,3.010419380870722,5.743814218220665,7.17744099376145,10.734539869334643,5.963234530480001,32.747602577599956,13.74062572852895,2.64584673959674,12.75272815495794,11.938114497647222,10.416759467025152,8.587094735257862,4.175855108991338,9.68241074298601,7.172896212012114,5.733768830863994,3.809101851676269,4.877954725018166,9.163649407330892,4.5584848146198755,11.880176683317163,6.338668273861371,154.3354696482022,4.7834654355771065,32.257692954787466,3.3737721648169408,5.4900321580206235,16.046786536550442,10.40262719249184,12.275221794214259,4.845141906309402,2.5268233621902505,12.290995157873786,13.669335819887786,7.4115199328413555,12.635660175253403,4.941920462175956,9.53555267906221,9.2970973384338,3.4410673717274274,4.202943496991544,10.143326850957855,37.94529548558352,91.78713244404474,7.522712699887613,8.172009038673446,4.924248665598298,7.815351951032394,2.724026735351153,8.75275801417958,9.497167697129823,5.328937297582382,79.1638605705267,4.938929066512944,6.7792051048110675,9.08126919594411,12.766793253202966,3.664631158944445,3.8467868363935223,5.7842715160683005,10.609833228254281,4.9317196751407275,5.727544716308755,502.7299093727551,24.696709321335735,5.862683720771651,3.398744014110516,3.8100449084667334,7.615172050161072,148.15994214294642,12.902519568863962
